Sample ID	Meas. type	Treatment Type	AF X	AF Y	AF Z	Temp C	Declination: Unrotated	Inclination: Unrotated	Declination: Sample Rotated	Inclination: Sample Rotated	Declination: Formation Rotated	Inclination: Formation Rotated	Intensity	MS corr	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	X mean	Y mean	Z mean	X corr	Y corr	Z corr	X drift	Y drift	Z drift	Depth	IRM Gauss	ARM Gauss	ARM axis	Volume
BI2801.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.8191E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	480.00	267.71	-66.39	358.73	-35.22	3.27	-40.73	6.3159E-7	NA	149.40	40.00	314.40	8.00	1.0098E-7	-1.2602E-6	-5.4757E-6	-1.0121E-7	-2.5273E-6	-5.7873E-6	1.1591E-7	1.1746E-6	3.7215E-7	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.0011E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	510.00	268.79	-37.12	28.71	-22.03	32.01	-23.97	9.0054E-7	NA	149.40	40.00	314.40	8.00	-3.9440E-7	-6.8996E-6	-5.3958E-6	-1.5183E-7	-7.1788E-6	-5.4349E-6	-9.0636E-8	3.5651E-7	2.7766E-7	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.4104E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	540.00	274.67	-62.39	4.61	-36.76	9.81	-41.61	1.0531E-6	NA	149.40	40.00	314.40	8.00	3.8998E-7	-4.6024E-6	-9.3917E-6	3.9694E-7	-4.8638E-6	-9.3315E-6	1.4497E-7	3.3883E-7	1.7839E-7	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.0000E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	570.00	191.28	-19.30	341.68	29.77	339.93	22.61	4.0731E-7	NA	149.40	40.00	314.40	8.00	-3.8301E-6	-5.1086E-7	-1.3583E-6	-3.7699E-6	-7.5214E-7	-1.3462E-6	9.1777E-8	3.1865E-7	2.2645E-7	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.5900E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	600.00	186.50	-35.07	334.90	14.69	334.36	7.19	8.2478E-7	NA	149.40	40.00	314.40	8.00	-6.5144E-6	-6.2549E-7	-4.8418E-6	-6.7073E-6	-7.6411E-7	-4.7386E-6	1.8754E-7	1.3133E-7	1.6250E-8	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.0043E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	630.00	318.46	10.82	102.82	-26.26	104.54	-19.38	5.7650E-7	NA	149.40	40.00	314.40	8.00	4.4615E-6	-3.5564E-6	9.2905E-7	4.2383E-6	-3.7550E-6	1.0825E-6	2.1775E-7	1.9130E-7	-3.3971E-8	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.5935E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	660.00	246.08	28.81	69.37	35.59	63.75	38.61	3.1459E-7	NA	149.40	40.00	314.40	8.00	-8.7210E-7	-2.2360E-6	1.3161E-6	-1.1179E-6	-2.5197E-6	1.5160E-6	2.4038E-7	2.7641E-7	-8.0366E-8	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.1849E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	690.00	94.54	57.76	189.99	35.17	195.17	39.40	3.3406E-7	NA	149.40	40.00	314.40	8.00	8.8570E-7	2.0007E-6	2.6717E-6	-1.4104E-7	1.7767E-6	2.8254E-6	1.0214E-6	2.1674E-7	-3.4221E-8	0.00	NA	NA	NA	10.00
BI2801.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.5935E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
