Sample ID	Meas. type	Treatment Type	AF X	AF Y	AF Z	Temp C	Declination: Unrotated	Inclination: Unrotated	Declination: Sample Rotated	Inclination: Sample Rotated	Declination: Formation Rotated	Inclination: Formation Rotated	Intensity	MS corr	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	X mean	Y mean	Z mean	X corr	Y corr	Z corr	X drift	Y drift	Z drift	Depth	IRM Gauss	ARM Gauss	ARM axis	Volume
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	175.00	345.05	-15.88	225.58	-75.55	225.58	-75.55	9.2928E-7	NA	309.40	18.00	0.00	0.00	8.4578E-6	-2.1125E-6	-2.2309E-6	8.6355E-6	-2.3057E-6	-2.5432E-6	1.2862E-7	3.7111E-7	2.1427E-7	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	6.6249E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	210.00	337.99	-18.93	213.36	-69.12	213.36	-69.12	6.3234E-7	NA	309.40	18.00	0.00	0.00	5.4757E-6	-1.2617E-6	-2.0266E-6	5.5456E-6	-2.2414E-6	-2.0513E-6	-2.2727E-8	4.0470E-7	1.0886E-7	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.1886E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	240.00	327.25	-21.02	208.37	-59.04	208.37	-59.04	5.8152E-7	NA	309.40	18.00	0.00	0.00	4.5451E-6	-2.3635E-6	-2.0607E-6	4.5656E-6	-2.9365E-6	-2.0855E-6	2.6716E-8	-2.0780E-9	1.0892E-7	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.1881E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	270.00	338.25	-21.68	205.58	-69.23	205.58	-69.23	4.9995E-7	NA	309.40	18.00	0.00	0.00	4.2945E-6	-1.1524E-6	-1.8159E-6	4.3149E-6	-1.7219E-6	-1.8473E-6	2.6843E-8	-5.5894E-9	1.1553E-7	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.1880E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	300.00	341.31	-28.75	183.83	-69.80	183.83	-69.80	4.8672E-7	NA	309.40	18.00	0.00	0.00	3.4908E-6	-1.4407E-6	-2.0895E-6	4.0420E-6	-1.3674E-6	-2.3414E-6	1.0285E-8	9.9774E-9	-9.8391E-8	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	6.0000E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	330.00	342.89	-19.06	212.94	-73.75	212.94	-73.75	5.1501E-7	NA	309.40	18.00	0.00	0.00	4.1980E-6	-1.2713E-6	-1.3350E-6	4.6523E-6	-1.4317E-6	-1.6821E-6	1.0718E-7	2.4371E-7	-3.2686E-9	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.1890E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	360.00	343.35	-24.17	194.86	-73.30	194.86	-73.30	4.3805E-7	NA	309.40	18.00	0.00	0.00	3.3742E-6	-9.8327E-7	-1.3445E-6	3.8290E-6	-1.1449E-6	-1.7937E-6	1.0670E-7	2.4491E-7	9.8811E-8	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.8126E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	390.00	359.94	-42.41	129.50	-65.59	129.50	-65.59	3.1482E-7	NA	309.40	18.00	0.00	0.00	2.6088E-6	1.0612E-6	-1.8627E-6	2.3244E-6	-2.2799E-9	-2.1233E-6	1.1392E-7	7.9903E-7	1.1635E-7	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.1859E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	420.00	346.24	-22.07	199.63	-76.46	199.63	-76.46	3.5430E-7	NA	309.40	18.00	0.00	0.00	3.4881E-6	2.8658E-7	-1.0746E-6	3.1892E-6	-7.8074E-7	-1.3313E-6	1.2833E-7	8.0284E-7	1.1248E-7	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.3735E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	450.00	358.49	-23.94	142.53	-83.89	142.53	-83.89	3.8006E-7	NA	309.40	18.00	0.00	0.00	4.1847E-6	4.2008E-7	-1.3029E-6	3.4725E-6	-9.1836E-8	-1.5422E-6	5.4171E-7	2.4744E-7	9.5028E-8	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.3747E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	480.00	356.58	-21.67	170.11	-85.12	170.11	-85.12	3.5747E-7	NA	309.40	18.00	0.00	0.00	3.5299E-6	5.7494E-7	-1.1448E-6	3.3163E-6	-1.9825E-7	-1.3197E-6	7.3562E-8	7.4547E-7	2.3618E-7	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.9998E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	510.00	323.41	-28.18	195.72	-54.98	195.72	-54.98	2.8740E-7	NA	309.40	18.00	0.00	0.00	2.1920E-6	-5.5821E-7	-1.2393E-6	2.0339E-6	-1.5102E-6	-1.3574E-6	-5.7618E-8	2.2663E-7	1.7651E-7	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.1887E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	540.00	356.80	-35.75	137.84	-72.03	137.84	-72.03	2.0388E-7	NA	309.40	18.00	0.00	0.00	1.9601E-6	8.4870E-7	-1.1359E-6	1.6521E-6	-9.2342E-8	-1.1911E-6	9.2278E-8	2.1567E-7	1.1355E-7	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.0000E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	570.00	332.05	-20.33	209.79	-63.53	209.79	-63.53	2.3908E-7	NA	309.40	18.00	0.00	0.00	2.2545E-6	-1.2246E-7	-7.4477E-7	1.9805E-6	-1.0506E-6	-8.3048E-7	5.8412E-8	2.0280E-7	1.4412E-7	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.8111E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	600.00	172.23	14.02	66.31	81.54	66.31	81.54	4.6368E-8	NA	309.40	18.00	0.00	0.00	-3.8012E-7	2.4920E-7	2.2797E-7	-4.4573E-7	6.0857E-8	1.1234E-7	1.1858E-7	8.3037E-8	1.0275E-8	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.0040E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	630.00	139.37	0.82	58.14	46.56	58.14	46.56	8.9848E-8	NA	309.40	18.00	0.00	0.00	-5.9704E-7	8.1132E-7	9.6730E-8	-6.8180E-7	5.8502E-7	1.2866E-8	1.3773E-7	1.2100E-7	-2.1488E-8	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.8135E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	660.00	138.30	-46.45	101.02	15.38	101.02	15.38	1.2992E-7	NA	309.40	18.00	0.00	0.00	-5.6814E-7	8.7683E-7	-8.8757E-7	-6.6831E-7	5.9542E-7	-9.4172E-7	1.5314E-7	1.7610E-7	-5.1200E-8	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.6251E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	Thermal Demag	0	0	0	690.00	283.37	-23.59	199.93	-18.98	199.93	-18.98	1.5351E-7	NA	309.40	18.00	0.00	0.00	9.2140E-7	-1.1257E-6	-5.3074E-7	3.2523E-7	-1.3687E-6	-6.1434E-7	6.4914E-7	1.3775E-7	-2.1750E-8	0.00	NA	NA	NA	10.00
BI1603.2	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.8135E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
