Sample ID	Meas. type	Treatment Type	AF X	AF Y	AF Z	Temp C	Declination: Unrotated	Inclination: Unrotated	Declination: Sample Rotated	Inclination: Sample Rotated	Declination: Formation Rotated	Inclination: Formation Rotated	Intensity	MS corr	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	X mean	Y mean	Z mean	X corr	Y corr	Z corr	X drift	Y drift	Z drift	Depth	IRM Gauss	ARM Gauss	ARM axis	Volume
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	175.00	215.65	-12.93	215.06	44.40	215.06	44.40	8.3660E-7	NA	342.40	16.00	0.00	0.00	-6.5484E-6	-4.0303E-6	-1.5195E-6	-6.6254E-6	-4.7529E-6	-1.8717E-6	2.5321E-7	7.3060E-7	4.2183E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.8918E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	210.00	212.19	-13.17	211.70	46.83	211.70	46.83	9.2177E-7	NA	342.40	16.00	0.00	0.00	-7.6939E-6	-3.7925E-6	-2.0169E-6	-7.5958E-6	-4.7809E-6	-2.1005E-6	-4.4842E-8	7.9850E-7	2.1479E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.5574E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	240.00	212.31	-12.68	212.35	47.06	212.35	47.06	8.5137E-7	NA	342.40	16.00	0.00	0.00	-7.0210E-6	-4.2535E-6	-1.7869E-6	-7.0201E-6	-4.4394E-6	-1.8691E-6	5.2346E-8	-4.0716E-9	2.1342E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.5575E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	270.00	215.37	-9.54	218.68	46.66	218.68	46.66	8.3293E-7	NA	342.40	16.00	0.00	0.00	-6.6990E-6	-4.5753E-6	-1.2862E-6	-6.6983E-6	-4.7543E-6	-1.3809E-6	5.2476E-8	-1.0927E-8	2.2586E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.5588E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	300.00	218.10	-5.23	226.10	46.73	226.10	46.73	7.9450E-7	NA	342.40	16.00	0.00	0.00	-6.3934E-6	-4.8672E-6	-9.2514E-7	-6.2263E-6	-4.8818E-6	-7.2436E-7	2.0342E-8	1.9733E-8	-1.9459E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	6.0000E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	330.00	213.57	-13.78	212.31	45.41	212.31	45.41	6.2135E-7	NA	342.40	16.00	0.00	0.00	-5.0048E-6	-2.8630E-6	-1.4929E-6	-5.0281E-6	-3.3369E-6	-1.4803E-6	2.1067E-7	4.7903E-7	-6.4247E-9	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.5586E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	360.00	196.94	-14.32	192.18	55.37	192.18	55.37	6.9960E-7	NA	342.40	16.00	0.00	0.00	-6.4620E-6	-1.4977E-6	-1.5417E-6	-6.4847E-6	-1.9747E-6	-1.7301E-6	2.1008E-7	4.8217E-7	1.9454E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.4434E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	390.00	200.70	-14.75	197.08	53.08	197.08	53.08	5.9538E-7	NA	342.40	16.00	0.00	0.00	-5.0980E-6	-3.0616E-7	-1.4494E-6	-5.3860E-6	-2.0350E-6	-1.5156E-6	2.2422E-7	1.5726E-6	2.2900E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.5551E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	420.00	209.76	3.21	231.92	58.06	231.92	58.06	6.2710E-7	NA	342.40	16.00	0.00	0.00	-5.1197E-6	-1.3742E-6	4.0936E-7	-5.4356E-6	-3.1074E-6	3.5128E-7	2.5208E-7	1.5770E-6	2.2094E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.1116E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	450.00	226.21	-22.32	213.36	30.71	213.36	30.71	5.7032E-7	NA	342.40	16.00	0.00	0.00	-2.5225E-6	-3.1659E-6	-2.1422E-6	-3.6510E-6	-3.8085E-6	-2.1661E-6	1.0647E-6	4.8632E-7	1.8677E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	6.1140E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	480.00	215.88	-30.83	198.73	31.84	198.73	31.84	6.1182E-7	NA	342.40	16.00	0.00	0.00	-4.0718E-6	-1.5258E-6	-2.7696E-6	-4.2568E-6	-3.0795E-6	-3.1351E-6	1.4416E-7	1.4609E-6	4.6282E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.0042E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	510.00	195.19	-35.09	177.96	36.92	177.96	36.92	5.4820E-7	NA	342.40	16.00	0.00	0.00	-4.4741E-6	-7.0808E-7	-2.7921E-6	-4.3290E-6	-1.1755E-6	-3.1512E-6	-1.1302E-7	4.4455E-7	3.4624E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.5574E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	540.00	211.28	-32.51	193.87	33.00	193.87	33.00	7.4528E-7	NA	342.40	16.00	0.00	0.00	-5.2224E-6	-2.8188E-6	-3.7709E-6	-5.3708E-6	-3.2636E-6	-4.0059E-6	1.8049E-7	4.2185E-7	2.2210E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	4.0000E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	570.00	204.49	-28.40	190.67	39.67	190.67	39.67	5.5789E-7	NA	342.40	16.00	0.00	0.00	-4.3836E-6	-1.6134E-6	-2.3581E-6	-4.4661E-6	-2.0340E-6	-2.6535E-6	1.1454E-7	3.9768E-7	2.8261E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.4426E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	600.00	155.42	-8.96	116.44	55.14	116.44	55.14	9.7409E-7	NA	342.40	16.00	0.00	0.00	-8.5632E-6	4.2122E-6	-1.5339E-6	-8.7502E-6	4.0020E-6	-1.5172E-6	2.3301E-7	1.6317E-7	2.0190E-8	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.0047E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	630.00	171.69	-23.35	150.53	49.82	150.53	49.82	3.0732E-7	NA	342.40	16.00	0.00	0.00	-2.5667E-6	6.9313E-7	-1.2974E-6	-2.7918E-6	4.0788E-7	-1.2182E-6	2.7115E-7	2.3821E-7	-4.2302E-8	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	5.4466E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	660.00	215.59	15.26	256.14	55.76	256.14	55.76	5.6066E-7	NA	342.40	16.00	0.00	0.00	-4.1439E-6	-2.7547E-6	1.3381E-6	-4.3987E-6	-3.1477E-6	1.4756E-6	3.0084E-7	3.4593E-7	-1.0058E-7	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.8897E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	Thermal Demag	0	0	0	690.00	59.15	-32.19	100.78	-34.33	100.78	-34.33	2.3896E-7	NA	342.40	16.00	0.00	0.00	2.2661E-6	2.0538E-6	-1.3527E-6	1.0370E-6	1.7361E-6	-1.2730E-6	1.2751E-6	2.7058E-7	-4.2721E-8	0.00	NA	NA	NA	10.00
QM1802.1	SAMPLE/DISCRETE	None	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3.4466E+0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	10.00
